source_variant,model_name,doc_id,system,language_locale,aspect,human_score,raw_output,judge_score,prompt_variant
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Mistral-Medium,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,CommandA,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Gemma-3-27B,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,DeepSeek-V3,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Llama-3,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,AyaExpanse-8B,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,AyaExpanse-8B,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Mistral-7B,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,CommandA,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Qwen2,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Mistral-7B,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Qwen3-235B,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,GPT-4,English (United States),naturalness,6,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Gemma-3-12B,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,AyaExpanse-32B,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Claude-4,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Qwen3-235B,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,AyaExpanse-32B,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,DeepSeek-V3,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Gemma-3-12B,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Gemma-3-27B,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Llama-3,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Gemini-2,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,CommandR7B,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Gemma-3-27B,English (United States),naturalness,5,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,DeepSeek-V3,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,GPT-4,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Llama-4-Maverick,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,CommandR7B,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Mistral-Medium,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Claude-4,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Llama-3,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,AyaExpanse-32B,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Llama-4-Maverick,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Qwen3-235B,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Claude-4,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,CommandR7B,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Gemma-3-12B,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Gemini-2,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,CommandA,English (United States),naturalness,6,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Mistral-Medium,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Qwen2,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Gemini-2,English (United States),naturalness,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,AyaExpanse-8B,English (United States),naturalness,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Mistral-7B,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,GPT-4,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Llama-4-Maverick,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Qwen2,English (United States),instruction_following,7,5,5.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Mistral-Medium,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,CommandA,English (United States),instruction_following,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Gemma-3-27B,English (United States),instruction_following,5,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,DeepSeek-V3,English (United States),instruction_following,6,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Llama-3,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,AyaExpanse-8B,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,AyaExpanse-8B,English (United States),instruction_following,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Mistral-7B,English (United States),instruction_following,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,CommandA,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Qwen2,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Mistral-7B,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Qwen3-235B,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,GPT-4,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Gemma-3-12B,English (United States),instruction_following,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,AyaExpanse-32B,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Claude-4,English (United States),instruction_following,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Qwen3-235B,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,AyaExpanse-32B,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,DeepSeek-V3,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Gemma-3-12B,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Gemma-3-27B,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Llama-3,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Gemini-2,English (United States),instruction_following,6,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,CommandR7B,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Gemma-3-27B,English (United States),instruction_following,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,DeepSeek-V3,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,GPT-4,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Llama-4-Maverick,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,CommandR7B,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Mistral-Medium,English (United States),instruction_following,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Claude-4,English (United States),instruction_following,5,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Llama-3,English (United States),instruction_following,6,5,5.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,AyaExpanse-32B,English (United States),instruction_following,6,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Llama-4-Maverick,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Qwen3-235B,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Claude-4,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,CommandR7B,English (United States),instruction_following,3,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Gemma-3-12B,English (United States),instruction_following,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Gemini-2,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,CommandA,English (United States),instruction_following,4,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Mistral-Medium,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Qwen2,English (United States),instruction_following,6,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Gemini-2,English (United States),instruction_following,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,AyaExpanse-8B,English (United States),instruction_following,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_2
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Mistral-7B,English (United States),coherence,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,GPT-4,English (United States),coherence,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Llama-4-Maverick,English (United States),coherence,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Qwen2,English (United States),coherence,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Mistral-Medium,English (United States),coherence,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,CommandA,English (United States),coherence,4,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Gemma-3-27B,English (United States),coherence,7,"6  

(Reasoning: The response maintains strong",6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,DeepSeek-V3,English (United States),coherence,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Llama-3,English (United States),coherence,7,"6  

(Justification: The response demonstrates clear",6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,AyaExpanse-8B,English (United States),coherence,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,AyaExpanse-8B,English (United States),coherence,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Mistral-7B,English (United States),coherence,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,CommandA,English (United States),coherence,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Qwen2,English (United States),coherence,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Mistral-7B,English (United States),coherence,7,7,7.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Qwen3-235B,English (United States),coherence,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,GPT-4,English (United States),coherence,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Gemma-3-12B,English (United States),coherence,7,"6  

The response is coherent, with a clear",6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3,deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,AyaExpanse-32B,English (United States),coherence,7,6,6.0,openrouter_deepseek/deepseek-chat_aspect_specific_prompt_3
